B1460;4284;42849999;;
B1460;4286;42869999;;
B1460;430;43199999;;
B1460;437;43799999;;
B1460;4382;43829999;;
B1460;4386;43869999;;
B1460;442;44499999;;
B1460;4455;44559999;;
B1460;4457;44579999;;
B1460;44584;44584999;;
B1460;44587;44587999;;
B1460;446;44699999;;
B1460;447;44799999;;
B1460;4482;44829999;;
B1460;4486;44869999;;
B1460;457;45799999;;
B1480;269;26999999;;
B1480;279;27999999;;
B1480;404;40599999;;
B1480;4084;40849999;;
B1480;40884;40884999;;
B1500;410;41199999;;
B1500;4196;41989999;;
B1500;464;46499999;;
B1500;467;46799999;;
B1500;4686;46869999;;
B1500;470;47199999;;
B1500;478;47899999;;
B1520;487;48799999;;
B1550;477;47799999;;
R0040;607;60799999;;
R0040;6087;60879999;;
R0040;6097;60979999;;
R0040;67207;67207999;;
R0050;6037;60379999;;
R0080;601;60199999;;
R0080;6081;60819999;;
R0080;6091;60919999;;
R0080;67201;67201999;;
R0090;602;60299999;;
R0090;6082;60829999;;
R0090;6092;60929999;;
R0090;67202;67202999;;
R0100;6031;60319999;;
R0100;6032;60329999;;
R0110;604;60499999;;
R0110;605;;;
R0110;6084;60849999;;
R0110;6085;60859999;;
R0110;6094;60949999;;
R0110;6095;60959999;;
R0110;67204;67204999;;
R0110;67205;67205999;;
R0110;67206;67206999;;
R0120;606;60699999;;
R0120;6086;60869999;;
R0120;6098;60989999;;
R0140;621;62199999;;
R0140;67221;67221999;;
R0150;6122;61229999;;
R0150;6125;61259999;;
R0150;6732;67329999;;
R0150;6735;67359999;;
R0160;611;61199999;;
R0160;613;61399999;;
R0160;614;61999999;;
R0160;622;62999999;;
R0160;6721;67219999;;
R0160;67228;67228999;;
R0180;631;63199999;;
R0180;633;63399999;;
R0180;67231;67231999;;
R0190;635;63599999;;
R0190;637;63799999;;
R0190;67235;67235999;;
R0210;641;64199999;;
R0210;644;64499999;;
R0210;67241;67241999;;
R0220;645;64899999;;
R0220;67245;67245999;;
R0240;6811;68129999;;
R0250;6816;68169999;;
R0260;6817;68179999;;
R0270;6815;68159999;;
R0290;651;65199999;;
R0290;653;65499999;;
R0290;658;65899999;;
R0290;67258;67258999;;
R0340;686;68699999;;
R0350;661;66199999;;
R0350;664;66599999;;
R0350;668;66899999;;
R0350;67261;67261999;;
R0360;666;66699999;;
R0360;67266;67266999;;
R0370;667;66799999;;
R0390;671;67299999;;
R0410;675;67599999;;
R0420;678;67899999;;
R0440;6871;68769999;;
R0440;6872;68749999;;
R0450;6871;68719999;;
R0450;6875;68769999;;
R0490;695;69599999;;
R0490;697;69799999;;
R1040;707;70799999;;
R1040;7097;70979999;;
R1040;77207;77207999;;
R1060;701;70399999;;
R1060;7091;70929999;;
R1060;77201;77201999;;
R1070;704;70499999;;
R1070;7094;70949999;;
R1070;7314;73149999;;
R1070;7394;73949999;;
R1070;77204;77204999;;
R1080;705;70699999;;
R1080;708;70899999;;
R1080;7095;70969999;;
R1080;7098;70989999;;
R1080;7315;73159999;;
R1080;7395;73959999;;
R1080;77205;77205999;;
R1120;7133;71339999;;
R1130;7134;71349999;;
R1140;7135;71359999;;
R1160;72;72999999;;
R1180;74;74999999;;
R1180;77240;77240999;;
R1200;781;78199999;;
R1220;791;79199999;;
R1240;751;75399999;;
R1240;758;75899999;;
R1240;77208;77208999;;
R1240;77258;77258999;;
R1310;755;75599999;;
R1360;761;76199999;;
R1360;77261;77261999;;
R1370;762;76299999;;
R1370;77262;77262999;;
R1380;763;76599999;;
R1380;768;76899999;;
R1380;77263;77263999;;
R1390;786;78699999;;
R1390;796;79699999;;
R1400;766;76699999;;
R1400;77266;77266999;;
R1410;767;76799999;;
R1460;771;77199999;;
R1480;775;77599999;;
R1490;777;77799999;;
R1500;778;77899999;;
R1510;787;78799999;;
R1510;797;79799999;;
S0030;707;70799999;;
S0040;7097;70979999;;
S0050;6037;60379999;;
S0050;607;60799999;;
S0050;6087;60879999;;
S0050;6097;60979999;;
S0070;701;70699999;;
S0070;708;70899999;;
S0070;709;70999999;;
S0080;713;71399999;;
S0090;72;72999999;;
S0120;601;60299999;;
S0120;6031;60329999;;
S0120;604;60699999;;
S0120;6081;60829999;;
S0120;6084;60869999;;
S0120;6091;60939999;;
S0120;6094;60969999;;
S0120;6098;60989999;;
S0120;61;61999999;;
S0120;62;62999999;;
S0150;74;74999999;;
S0160;63;63999999;;
S0170;64;64999999;;
S0200;781;78199999;;
S0205;791;79199999;;
S0210;681;68199999;;
S0220;75;75999999;;
S0230;65;65999999;;
S0270;755;75599999;;
S0280;655;65599999;;
S0290;76;76999999;;
S0290;786;78699999;;
S0290;796;79699999;;
S0300;66;66999999;;
S0300;686;68699999;;
S0330;77;77999999;;
S0330;797;79799999;;
S0340;67;67999999;;
S0340;687;68799999;;
S0360;691;69199999;;
S0370;695;69599999;;
S0390;775;77599999;;
S0400;675;67599999;;
